NAME,ID,MATCH
Eastern Creek alone or in any combination,2974,
Eastern Muscogee alone,1773,
Eastern Muscogee alone or in any combination,2975,
Eastern Pequot alone,1774,
Eastern Pequot alone or in any combination,2976,
Eastern Pomo alone,1775,
Eastern Pomo alone or in any combination,2977,
Eastern Shawnee Tribe of Oklahoma alone,1776,
Eastern Shawnee Tribe of Oklahoma alone or in any combination,2978,
"Eastern Shoshone Tribe of the Wind River Reservation, Wyoming alone",1777,
"Eastern Shoshone Tribe of the Wind River Reservation, Wyoming alone or in any combination",2979,
Ebb and Flow Band alone,2304,
Ebb and Flow Band alone or in any combination,3506,
Echota Cherokee Tribe of Alabama alone,1778,
Echota Cherokee Tribe of Alabama alone or in any combination,2980,
Ecuadorian Indian alone,2529,
Ecuadorian Indian alone or in any combination,3731,
Edisto Natchez-Kusso Tribe of South Carolina (Natchez Indian Tribe) alone,1779,
Edisto Natchez-Kusso Tribe of South Carolina (Natchez Indian Tribe) alone or in any combination,2981,
Egegik Village alone,1408,
Egegik Village alone or in any combination,2610,
Egyptian alone,1078,
Egyptian alone or in any combination,1189,
Eklutna Native Village alone,1409,
Eklutna Native Village alone or in any combination,2611,
Elem Indian Colony of the Sulphur Bank Rancheria alone,1780,
Elem Indian Colony of the Sulphur Bank Rancheria alone or in any combination,2982,
Elk Valley Rancheria alone,1781,
Elk Valley Rancheria alone or in any combination,2983,
Elnu Abenaki Tribe alone,1782,
Elnu Abenaki Tribe alone or in any combination,2984,
Ely Shoshone Tribe alone,1783,
Ely Shoshone Tribe alone or in any combination,2985,
Emirati alone,1079,
Emirati alone or in any combination,1190,
Emmonak Village alone,1410,
Emmonak Village alone or in any combination,2612,
English alone,1024,
English alone or in any combination,1135,
English River First Nation alone,2305,
English River First Nation alone or in any combination,3507,
Enterprise Rancheria of Maidu Indians alone,1784,
Enterprise Rancheria of Maidu Indians alone or in any combination,2986,
Equatorial Guinean alone,1236,
Equatorial Guinean alone or in any combination,1304,
Eritrean alone,1237,
Eritrean alone or in any combination,1305,
Eskasoni alone,2306,
Eskasoni alone or in any combination,3508,
Eskimo alone,1411,
Eskimo alone or in any combination,2613,
Esquimalt alone,2307,
Esquimalt alone or in any combination,3509,
Esselen alone,1785,
Esselen alone or in any combination,2987,
Estonian alone,1025,
Estonian alone or in any combination,1136,
Ethiopian alone,1238,
Ethiopian alone or in any combination,1306,
European alone,1002,
European alone or in any combination,1113,
Evansville Village (Bettles Field) alone,1412,
Evansville Village (Bettles Field) alone or in any combination,2614,
Ewiiaapaayp Band of Kumeyaay Indians alone,1786,
Ewiiaapaayp Band of Kumeyaay Indians alone or in any combination,2988,
Faroe Islander alone,1026,
Faroe Islander alone or in any combination,1137,
Federated Indians of Graton Rancheria alone,1787,
Federated Indians of Graton Rancheria alone or in any combination,2989,
Fernandeno Tataviam Band of Mission Indians alone,1788,
Fernandeno Tataviam Band of Mission Indians alone or in any combination,2990,
Fijian alone,3911,
Fijian alone or in any combination,3953,
Filipino alone,3797,
Filipino alone or in any combination,3854,
Finnish alone,1027,
Finnish alone or in any combination,1138,
Fisher River alone,2308,
Fisher River alone or in any combination,3510,
Five Nations alone,2309,
Five Nations alone or in any combination,3511,
Flandreau Santee Sioux Tribe of South Dakota alone,1789,
Flandreau Santee Sioux Tribe of South Dakota alone or in any combination,2991,
Fond du Lac Band alone,1790,
Fond du Lac Band alone or in any combination,2992,
"Forest County Potawatomi Community, Wisconsin alone",1791,
"Forest County Potawatomi Community, Wisconsin alone or in any combination",2993,
Fort Alexander Band alone,2310,
Fort Alexander Band alone or in any combination,3512,
Fort Belknap Indian Community of the Fort Belknap Reservation alone,1792,
Fort Belknap Indian Community of the Fort Belknap Reservation alone or in any combination,2994,
Fort Bidwell Indian Community alone,1793,
Fort Bidwell Indian Community alone or in any combination,2995,
Fort Independence Indian Community alone,1794,
Fort Independence Indian Community alone or in any combination,2996,
Fort McDermitt Paiute and Shoshone Tribes of Nevada and Oregon alone,1795,
Fort McDermitt Paiute and Shoshone Tribes of Nevada and Oregon alone or in any combination,2997,
Fort McDowell Yavapai Nation alone,1796,
Fort McDowell Yavapai Nation alone or in any combination,2998,
"Fort Mojave Indian Tribe of Arizona, California, and Nevada alone",1797,
"Fort Mojave Indian Tribe of Arizona, California, and Nevada alone or in any combination",2999,
Fort Sill Apache Tribe of Oklahoma alone,1798,
Fort Sill Apache Tribe of Oklahoma alone or in any combination,3000,
Four Winds Cherokee alone,1799,
Four Winds Cherokee alone or in any combination,3001,
French alone,1028,
French alone or in any combination,1139,
French Canadian alone,1105,
French Canadian alone or in any combination,1216,
French Canadian/French American Indian alone,2311,
French Canadian/French American Indian alone or in any combination,3513,
French Polynesian alone,3881,
French Polynesian alone or in any combination,3923,
Frisian alone,1029,
Frisian alone or in any combination,1140,
Gabonese alone,1239,
Gabonese alone or in any combination,1307,
Gabrieleno alone,1800,
Gabrieleno alone or in any combination,3002,
Galena Village (Louden Village) alone,1413,
Galena Village (Louden Village) alone or in any combination,2615,
Gambian alone,1240,
Gambian alone or in any combination,1308,
Garden River Nation alone,2312,
Garden River Nation alone or in any combination,3514,
Georgetown alone,1801,
Georgetown alone or in any combination,3003,
Georgia Eastern Cherokee alone,1802,
Georgia Eastern Cherokee alone or in any combination,3004,
Georgian alone,1030,
Georgian alone or in any combination,1141,
German alone,1031,
German alone or in any combination,1142,
Ghanaian alone,1241,
Ghanaian alone or in any combination,1309,
Gibson Band (Wahta Mohawk) alone,2313,
Gibson Band (Wahta Mohawk) alone or in any combination,3515,
Gila River Indian Community of the Gila River Indian Reservation alone,1803,
Gila River Indian Community of the Gila River Indian Reservation alone or in any combination,3005,
Gitksan alone,2314,
Gitksan alone or in any combination,3516,
Golden Hill Paugussett alone,1804,
Golden Hill Paugussett alone or in any combination,3006,
Grand Portage Band alone,1805,
Grand Portage Band alone or in any combination,3007,
Grand River Band of Ottawa Indians alone,1806,
Grand River Band of Ottawa Indians alone or in any combination,3008,
Grand Traverse Band of Ottawa and Chippewa Indians alone,1807,
Grand Traverse Band of Ottawa and Chippewa Indians alone or in any combination,3009,
Grassy Narrows First Nation alone,2315,
Grassy Narrows First Nation alone or in any combination,3517,
Greek alone,1032,
Greek alone or in any combination,1143,
Greenland Inuit alone,1414,
Greenland Inuit alone or in any combination,2616,
Greenlandic alone,1106,
Greenlandic alone or in any combination,1217,
Greenville Rancheria alone,1808,
Greenville Rancheria alone or in any combination,3010,
Grenadian alone,1276,
Grenadian alone or in any combination,1344,
Grindstone Indian Rancheria of Wintun-Wailaki Indians alone,1809,
Grindstone Indian Rancheria of Wintun-Wailaki Indians alone or in any combination,3011,
Gros Ventres alone,1810,
Gros Ventres alone or in any combination,3012,
Guamanian alone,3898,
Guamanian alone or in any combination,3940,
Guarani alone,2530,
Guarani alone or in any combination,3732,
Guatemalan Indian alone,2455,
Guatemalan Indian alone or in any combination,3657,
Guatemalan Mayan alone,2456,
Guatemalan Mayan alone or in any combination,3658,
Guaymi alone,2457,
Guaymi alone or in any combination,3659,
Guidiville Rancheria of California alone,1811,
Guidiville Rancheria of California alone or in any combination,3013,
Guilford Native American Association alone,1812,
Guilford Native American Association alone or in any combination,3014,
Guinean alone,1242,
Guinean alone or in any combination,1310,
Gulkana Village Council alone,1415,
Gulkana Village Council alone or in any combination,2617,
Gull Bay Band alone,2316,
Gull Bay Band alone or in any combination,3518,
Guyanese alone,3969,
Guyanese alone or in any combination,3995,
Guyanese South American Indian alone,2531,
Guyanese South American Indian alone or in any combination,3733,
Gwichya Gwich'in alone,2317,
Gwichya Gwich'in alone or in any combination,3519,
Habematolel Pomo of Upper Lake alone,1813,
Habematolel Pomo of Upper Lake alone or in any combination,3015,
Haida alone,1416,
Haida alone or in any combination,2618,
Haitian alone,1277,
Haitian alone or in any combination,1345,
Haliwa-Saponi Indian Tribe alone,1814,
Haliwa-Saponi Indian Tribe alone or in any combination,3016,
"Hannahville Potawatomi Indian Tribe, Michigan alone",1815,
"Hannahville Potawatomi Indian Tribe, Michigan alone or in any combination",3017,
Hassanamisco Band of the Nipmuc Nation alone,1816,
Hassanamisco Band of the Nipmuc Nation alone or in any combination,3018,
Havasupai Tribe of the Havasupai Reservation alone,1817,
Havasupai Tribe of the Havasupai Reservation alone or in any combination,3019,
Healy Lake Village alone,4051,
Healy Lake Village alone or in any combination,4052,
Heiltsuk Band alone,2318,
Heiltsuk Band alone or in any combination,3520,
Herring Pond Wampanoag Tribe alone,1818,
Herring Pond Wampanoag Tribe alone or in any combination,3020,
Hesquiaht Band alone,2319,
Hesquiaht Band alone or in any combination,3521,
Hiawatha First Nation alone,2320,
Hiawatha First Nation alone or in any combination,3522,
Hidatsa alone,2165,
Hidatsa alone or in any combination,3367,
Hispanic alone,3978,
Hispanic alone or in any combination,4004,
Hispanic responses alone,3977,
Hispanic responses alone or in any combination,4003,
Hmong alone,3766,
Hmong alone or in any combination,3823,
Ho-Chunk Nation alone,1819,
Ho-Chunk Nation alone or in any combination,3021,
Hoh Indian Tribe alone,1820,
Hoh Indian Tribe alone or in any combination,3022,
Holy Cross Tribe alone,1417,
Holy Cross Tribe alone or in any combination,2619,
Honduran Indian alone,2458,
Honduran Indian alone or in any combination,3660,
Hoonah Indian Association alone,1418,
Hoonah Indian Association alone or in any combination,2620,
Hoopa Extension alone,1821,
Hoopa Extension alone or in any combination,3023,
Hoopa Valley Tribe alone,1822,
Hoopa Valley Tribe alone or in any combination,3024,
Hope Band (Chawathil Nation) alone,2321,
Hope Band (Chawathil Nation) alone or in any combination,3523,
Hopi Tribe of Arizona alone,1823,
Hopi Tribe of Arizona alone or in any combination,3025,
Hopland Band of Pomo Indians alone,1824,
Hopland Band of Pomo Indians alone or in any combination,3026,
Houlton Band of Maliseet Indians alone,1825,
Houlton Band of Maliseet Indians alone or in any combination,3027,
Hualapai Indian Tribe of the Hualapai Indian Reservation alone,1826,
Hualapai Indian Tribe of the Hualapai Indian Reservation alone or in any combination,3028,
Huastec alone,2485,
Huastec alone or in any combination,3687,
Huave alone,2486,
Huave alone or in any combination,3688,
Hughes Village alone,1419,
Hughes Village alone or in any combination,2621,
Huichol alone,2487,
Huichol alone or in any combination,3689,
Hungarian alone,1033,
Hungarian alone or in any combination,1144,
Huron alone,2322,
Huron alone or in any combination,3524,
Huron of Lorretteville alone,2323,
Huron of Lorretteville alone or in any combination,3525,
Huslia Village alone,1422,
Huslia Village alone or in any combination,2624,
Hydaburg Cooperative Association alone,1420,
Hydaburg Cooperative Association alone or in any combination,2622,
I-Kiribati alone,3899,
I-Kiribati alone or in any combination,3941,
Icelandic alone,1034,
Icelandic alone or in any combination,1145,
Igiugig Village alone,1421,
Igiugig Village alone or in any combination,2623,
Iipay Nation of Santa Ysabel alone,1827,
Iipay Nation of Santa Ysabel alone or in any combination,3029,
Illinois Miami alone,1828,
Illinois Miami alone or in any combination,3030,
Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation alone,1829,
Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation alone or in any combination,3031,
Inca alone,2532,
Inca alone or in any combination,3734,
Indian Township alone,1830,
Indian Township alone or in any combination,3032,
Indiana Miami alone,1831,
Indiana Miami alone or in any combination,3033,
Indonesian alone,3798,
Indonesian alone or in any combination,3855,
Innu (Montagnais) alone,2324,
Innu (Montagnais) alone or in any combination,3526,
Interior Salish alone,2325,
Interior Salish alone or in any combination,3527,
Inuit alone,1423,
Inuit alone or in any combination,2625,
Inupiat (Inupiaq) alone,1424,
Inupiat (Inupiaq) alone or in any combination,2626,
Inupiat Community of the Arctic Slope alone,1425,
Inupiat Community of the Arctic Slope alone or in any combination,2627,
Ione Band of Miwok Indians alone,1832,
Ione Band of Miwok Indians alone or in any combination,3034,
Iowa (Tribe) alone,1833,
Iowa (Tribe) alone or in any combination,3035,
Iowa Tribe of Kansas and Nebraska alone,1834,
Iowa Tribe of Kansas and Nebraska alone or in any combination,3036,
Iowa Tribe of Oklahoma alone,1835,
Iowa Tribe of Oklahoma alone or in any combination,3037,
Iqugmuit Traditional Council alone,1426,
Iqugmuit Traditional Council alone or in any combination,2628,
Iranian alone,1080,
Iranian alone or in any combination,1191,
Iraqi alone,1081,
Iraqi alone or in any combination,1192,
Irish alone,1035,
Irish alone or in any combination,1146,
Iroquois alone,1836,
Iroquois alone or in any combination,3038,
Israeli alone,1082,
Israeli alone or in any combination,1193,
Italian alone,1036,
Italian alone or in any combination,1147,
Ivanof Bay Village alone,1427,
Ivanof Bay Village alone or in any combination,2629,
Ivoirian alone,1243,
Ivoirian alone or in any combination,1311,
Ixcatec alone,2488,
Ixcatec alone or in any combination,3690,
Jackson Band of Miwuk Indians alone,1837,
Jackson Band of Miwuk Indians alone or in any combination,3039,
Jamaican alone,1278,
Jamaican alone or in any combination,1346,
James Bay Cree alone,2326,
James Bay Cree alone or in any combination,3528,
James Smith Cree Nation alone,2327,
James Smith Cree Nation alone or in any combination,3529,
Jamestown S'Klallam Tribe alone,1838,
Jamestown S'Klallam Tribe alone or in any combination,3040,
Jamul Indian Village alone,1839,
Jamul Indian Village alone or in any combination,3041,
Japanese alone,3767,
Japanese alone or in any combination,3824,
Jena Band of Choctaw Indians alone,1840,
Jena Band of Choctaw Indians alone or in any combination,3042,
Jicarilla Apache Nation alone,1841,
Jicarilla Apache Nation alone or in any combination,3043,
Jordanian alone,1083,
Jordanian alone or in any combination,1194,
Juaneno (Acjachemem) alone,1842,
Juaneno (Acjachemem) alone or in any combination,3044,
Kaguyak Village alone,1428,
Kaguyak Village alone or in any combination,2630,
Kahkewistahaw First Nation alone,2328,
Kahkewistahaw First Nation alone or in any combination,3530,
Kaibab Band of Paiute Indians of the Kaibab Indian Reservation alone,1843,
Kaibab Band of Paiute Indians of the Kaibab Indian Reservation alone or in any combination,3045,
Kaktovik Village (Barter Island) alone,1429,
Kaktovik Village (Barter Island) alone or in any combination,2631,
Kalapuya alone,1844,
Kalapuya alone or in any combination,3046,
Kalispel Indian Community alone,1845,
Kalispel Indian Community alone or in any combination,3047,
Kalmyk alone,3809,
Kalmyk alone or in any combination,3866,
Kamloops Band alone,2329,
Kamloops Band alone or in any combination,3531,
Kanaka Bar alone,2330,
Kanaka Bar alone or in any combination,3532,
Kanjobal alone,2459,
Kanjobal alone or in any combination,3661,
Karuk Tribe alone,1846,
Karuk Tribe alone or in any combination,3048,
Kashia Band of Pomo Indians of the Stewarts Point Rancheria alone,1847,
Kashia Band of Pomo Indians of the Stewarts Point Rancheria alone or in any combination,3049,
Kasigluk Traditional Elders Council alone,1430,
Kasigluk Traditional Elders Council alone or in any combination,2632,
Kaska Dena alone,2331,
Kaska Dena alone or in any combination,3533,
Kathlamet alone,1848,
Kathlamet alone or in any combination,3050,
Kaw Nation alone,1849,
Kaw Nation alone or in any combination,3051,
Kawerak alone,1431,
Kawerak alone or in any combination,2633,
Kazakh alone,3774,
Kazakh alone or in any combination,3831,
Keeseekoose Band alone,2332,
Keeseekoose Band alone or in any combination,3534,
Kekchi alone,2460,
Kekchi alone or in any combination,3662,
Kenaitze Indian Tribe alone,1432,
Kenaitze Indian Tribe alone or in any combination,2634,
Kenyan alone,1244,
Kenyan alone or in any combination,1312,
Kern Valley Indian Community alone,1850,
Kern Valley Indian Community alone or in any combination,3052,
Ketchikan Indian Corporation alone,1433,
Ketchikan Indian Corporation alone or in any combination,2635,
"Kewa Pueblo, New Mexico alone",1851,
"Kewa Pueblo, New Mexico alone or in any combination",3053,
Keweenaw Bay Indian Community alone,1852,
Keweenaw Bay Indian Community alone or in any combination,3054,
Kialegee Tribal Town alone,1853,
Kialegee Tribal Town alone or in any combination,3055,
Kickapoo alone,1854,
Kickapoo alone or in any combination,3056,
Kickapoo Traditional Tribe of Texas alone,1855,
Kickapoo Traditional Tribe of Texas alone or in any combination,3057,
Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas alone,1856,
Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas alone or in any combination,3058,
Kickapoo Tribe of Oklahoma alone,1857,
Kickapoo Tribe of Oklahoma alone or in any combination,3059,
Kikiallus alone,1858,
Kikiallus alone or in any combination,3060,
King Cove alone,1434,
King Cove alone or in any combination,2636,
King Island Native Community alone,1435,
King Island Native Community alone or in any combination,2637,
King Salmon Tribe alone,1436,
King Salmon Tribe alone or in any combination,2638,
Kingsclear Band alone,2333,
Kingsclear Band alone or in any combination,3535,
Kiowa alone,1859,
Kiowa alone or in any combination,3061,
Kiowa Indian Tribe of Oklahoma alone,1860,
Kiowa Indian Tribe of Oklahoma alone or in any combination,3062,
Kitamaat alone,2334,
Kitamaat alone or in any combination,3536,
Kitigan Zibi Anishinabeg alone,2335,
Kitigan Zibi Anishinabeg alone or in any combination,3537,
Kittian and Nevisian alone,1279,
Kittian and Nevisian alone or in any combination,1347,
Klahoose First Nation alone,2336,
Klahoose First Nation alone or in any combination,3538,
Klallam alone,1861,
Klallam alone or in any combination,3063,
Klamath Tribes alone,1862,
Klamath Tribes alone or in any combination,3064,
Klawock Cooperative Association alone,1437,
Klawock Cooperative Association alone or in any combination,2639,
Kletsel Dehe Band of Wintun Indians alone,1863,
Kletsel Dehe Band of Wintun Indians alone or in any combination,3065,
Knik Tribe alone,1438,
Knik Tribe alone or in any combination,2640,
Koasek (Cowasuck) Traditional Band of the Sovereign Abenaki Nation alone,1864,
Koasek (Cowasuck) Traditional Band of the Sovereign Abenaki Nation alone or in any combination,3066,
Kodiak alone,1439,
Kodiak alone or in any combination,2641,
Koi Nation of Northern California alone,1865,
Koi Nation of Northern California alone or in any combination,3067,
Kokhanok Village alone,1440,
Kokhanok Village alone or in any combination,2642,
Koniag Aleut alone,1441,
Koniag Aleut alone or in any combination,2643,
Konkow alone,1866,
Konkow alone or in any combination,3068,
Kootenai Tribe of Idaho alone,1867,
Kootenai Tribe of Idaho alone or in any combination,3069,
Korean alone,3768,
Korean alone or in any combination,3825,
Kosovan alone,1037,
Kosovan alone or in any combination,1148,
Kosraean alone,3900,
Kosraean alone or in any combination,3942,
Koyukuk Native Village alone,1442,
Koyukuk Native Village alone or in any combination,2644,
Kuki alone,3810,
Kuki alone or in any combination,3867,
Kumeyaay (Diegueno) alone,1868,
Kumeyaay (Diegueno) alone or in any combination,3070,
Kuna Indian alone,2461,
Kuna Indian alone or in any combination,3663,
Kurdish alone,1084,
Kurdish alone or in any combination,1195,
Kuwaiti alone,1085,
Kuwaiti alone or in any combination,1196,
Kwakiutl alone,2337,
Kwakiutl alone or in any combination,3539,
Kyrgyz alone,3775,
Kyrgyz alone or in any combination,3832,
Kyuquot Band alone,2338,
Kyuquot Band alone or in any combination,3540,
"La Jolla Band of Luiseno Indians, California alone",1869,
"La Jolla Band of Luiseno Indians, California alone or in any combination",3071,
La Posta Band of Diegueno Mission Indians alone,1870,
La Posta Band of Diegueno Mission Indians alone or in any combination,3072,
Lac Courte Oreilles Band of Lake Superior Chippewa alone,1871,
Lac Courte Oreilles Band of Lake Superior Chippewa alone or in any combination,3073,
Lac du Flambeau Band of Lake Superior Chippewa Indians alone,1872,
Lac du Flambeau Band of Lake Superior Chippewa Indians alone or in any combination,3074,
Lac Vieux Desert Band of Lake Superior Chippewa Indians alone,1873,
Lac Vieux Desert Band of Lake Superior Chippewa Indians alone or in any combination,3075,
Lacandon alone,2489,
Lacandon alone or in any combination,3691,
Lagunero alone,2490,
Lagunero alone or in any combination,3692,
Lahu alone,3811,
Lahu alone or in any combination,3868,
Lakahahmen Band alone,2339,
Lakahahmen Band alone or in any combination,3541,
Lake Manitoba Band alone,2340,
Lake Manitoba Band alone or in any combination,3542,
Lake Minchumina alone,1443,
Lake Minchumina alone or in any combination,2645,
Lake St. Martin Band alone,2341,
Lake St. Martin Band alone or in any combination,3543,
Lake Superior Chippewa alone,1874,
Lake Superior Chippewa alone or in any combination,3076,
Laotian alone,3799,
Laotian alone or in any combination,3856,
Lapp alone,1038,
Lapp alone or in any combination,1149,
Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony alone,1875,
Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony alone or in any combination,3077,
Lassik alone,1876,
Lassik alone or in any combination,3078,
Latin American alone,3979,
Latin American alone or in any combination,4005,
Latvian alone,1039,
Latvian alone or in any combination,1150,
Lebanese alone,1086,
Lebanese alone or in any combination,1197,
Leech Lake Band alone,1877,
Leech Lake Band alone or in any combination,3079,
Lemhi-Shoshone alone,1878,
Lemhi-Shoshone alone or in any combination,3080,
Lenca alone,2462,
Lenca alone or in any combination,3664,
Lennox Island Band alone,2342,
Lennox Island Band alone or in any combination,3544,
Levelock Village alone,1444,
Levelock Village alone or in any combination,2646,
Liard River First Nation alone,2343,
Liard River First Nation alone or in any combination,3545,
Liberian alone,1245,
Liberian alone or in any combination,1313,
Libyan alone,1087,
Libyan alone or in any combination,1198,
Liechtensteiner alone,1040,
Liechtensteiner alone or in any combination,1151,
Lillooet alone,2344,
Lillooet alone or in any combination,3546,
Lime Village alone,1445,
Lime Village alone or in any combination,2647,
Lipan Apache alone,1879,
Lipan Apache alone or in any combination,3081,
Listuguj Mi'Gmaq First Nation alone,2345,
Listuguj Mi'Gmaq First Nation alone or in any combination,3547,
Lithuanian alone,1041,
Lithuanian alone or in any combination,1152,
Little River Band of Ottawa Indians of Michigan alone,1880,
Little River Band of Ottawa Indians of Michigan alone or in any combination,3082,
Little Shell Tribe of Chippewa Indians of Montana alone,1881,
Little Shell Tribe of Chippewa Indians of Montana alone or in any combination,3083,
Little Shuswap Band alone,2346,
Little Shuswap Band alone or in any combination,3548,
Little Traverse Bay Bands of Odawa Indians alone,1882,
Little Traverse Bay Bands of Odawa Indians alone or in any combination,3084,
Lone Pine Paiute-Shoshone Tribe alone,1883,
Lone Pine Paiute-Shoshone Tribe alone or in any combination,3085,
Long Plain First Nation alone,2347,
Long Plain First Nation alone or in any combination,3549,
Los Coyotes Band of Cahuilla and Cupeno Indians alone,1884,
Los Coyotes Band of Cahuilla and Cupeno Indians alone or in any combination,3086,
Louisiana Choctaw Tribe alone,1885,
Louisiana Choctaw Tribe alone or in any combination,3087,
"Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada alone",1886,
"Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada alone or in any combination",3088,
"Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota alone",1887,
"Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota alone or in any combination",3089,
Lower Elwha Tribal Community alone,1888,
Lower Elwha Tribal Community alone or in any combination,3090,
Lower Muscogee Creek Tribe alone,1889,
Lower Muscogee Creek Tribe alone or in any combination,3091,
Lower Nicola Indian Band alone,2348,
Lower Nicola Indian Band alone or in any combination,3550,
Lower Sioux Indian Community in the State of Minnesota alone,1890,
Lower Sioux Indian Community in the State of Minnesota alone or in any combination,3092,
Lower Skagit alone,1891,
Lower Skagit alone or in any combination,3093,
Luiseno alone,1892,
Luiseno alone or in any combination,3094,
Lumbee Tribe of North Carolina alone,1893,
Lumbee Tribe of North Carolina alone or in any combination,3095,
Lummi Tribe alone,1894,
Lummi Tribe alone or in any combination,3096,
Luxembourger alone,1042,
Luxembourger alone or in any combination,1153,
Lytton Rancheria of California alone,1895,
Lytton Rancheria of California alone or in any combination,3097,
Ma-Chis Lower Creek Indian Tribe of Alabama alone,1896,
Ma-Chis Lower Creek Indian Tribe of Alabama alone or in any combination,3098,
Macedonian alone,1043,
Macedonian alone or in any combination,1154,
Maidu alone,1897,
Maidu alone or in any combination,3099,
Makah Indian Tribe alone,1898,
Makah Indian Tribe alone or in any combination,3100,
Malagasy alone,1246,
Malagasy alone or in any combination,1314,
Malahat First Nation alone,2349,
Malahat First Nation alone or in any combination,3551,
Malawian alone,1247,
Malawian alone or in any combination,1315,
Malay alone,3812,
Malay alone or in any combination,3869,
Malaysian alone,3800,
Malaysian alone or in any combination,3857,
Maldivian alone,3785,
Maldivian alone or in any combination,3842,
Malheur Paiute alone,1899,
Malheur Paiute alone or in any combination,3101,
Malian alone,1248,
Malian alone or in any combination,1316,
Maliseet alone,1900,
Maliseet alone or in any combination,3102,
Maltese alone,1044,
Maltese alone or in any combination,1155,
"Manchester Band of Pomo Indians of the Manchester Rancheria, California alone",1901,
"Manchester Band of Pomo Indians of the Manchester Rancheria, California alone or in any combination",3103,
Mandan alone,2166,
Mandan alone or in any combination,3368,
Manley Hot Springs Village alone,1446,
Manley Hot Springs Village alone or in any combination,2648,
Manokotak Village alone,1447,
Manokotak Village alone or in any combination,2649,
Manx alone,1045,
Manx alone or in any combination,1156,
Manzanita Band of Diegueno Mission Indians alone,1902,
Manzanita Band of Diegueno Mission Indians alone or in any combination,3104,
Maori alone,3882,
Maori alone or in any combination,3924,
Mapuche (Araucanian) alone,2533,
Mapuche (Araucanian) alone or in any combination,3735,
Maricopa alone,1903,
Maricopa alone or in any combination,3105,
Marietta Band of Nooksack alone,1904,
Marietta Band of Nooksack alone or in any combination,3106,
Marshallese alone,3901,
Marshallese alone or in any combination,3943,
Mashantucket Pequot Indian Tribe alone,1905,
Mashantucket Pequot Indian Tribe alone or in any combination,3107,
Mashpee Wampanoag Tribe alone,1906,
Mashpee Wampanoag Tribe alone or in any combination,3108,
Matachewan Band alone,2350,
Matachewan Band alone or in any combination,3552,
Match-e-be-nash-she-wish Band of Pottawatomi Indians alone,1907,
Match-e-be-nash-she-wish Band of Pottawatomi Indians alone or in any combination,3109,
Matinecock alone,1908,
Matinecock alone or in any combination,3110,
Mattaponi Indian Tribe alone,1909,
Mattaponi Indian Tribe alone or in any combination,3111,
Mauritanian alone,3970,
Mauritanian alone or in any combination,3996,
Maya alone,2558,
Maya alone or in any combination,3760,
Maya Central American alone,2463,
Maya Central American alone or in any combination,3665,
Maya South American alone,2534,
Maya South American alone or in any combination,3736,
Mazahua alone,2491,
Mazahua alone or in any combination,3693,
Mazatec alone,2492,
Mazatec alone or in any combination,3694,
McGrath Native Village alone,1448,
McGrath Native Village alone or in any combination,2650,
Mcleod Lake alone,2351,
Mcleod Lake alone or in any combination,3553,
Mdewakanton Sioux alone,1910,
Mdewakanton Sioux alone or in any combination,3112,
Mechoopda Indian Tribe of Chico Rancheria alone,1911,
Mechoopda Indian Tribe of Chico Rancheria alone or in any combination,3113,
Meherrin Indian Tribe alone,1912,
Meherrin Indian Tribe alone or in any combination,3114,
Melanesian alone,3910,
Melanesian alone or in any combination,3952,
Menominee Indian Tribe alone,1913,
Menominee Indian Tribe alone or in any combination,3115,
Mentasta Traditional Council alone,1449,
Mentasta Traditional Council alone or in any combination,2651,
Mesa Grande Band of Diegueno Mission Indians alone,1914,
Mesa Grande Band of Diegueno Mission Indians alone or in any combination,3116,
"Mescalero Apache Tribe of the Mescalero Reservation, New Mexico alone",1915,
"Mescalero Apache Tribe of the Mescalero Reservation, New Mexico alone or in any combination",3117,
Mesoamerican Indian alone (all tribes),2557,3759
Mesoamerican Indian alone or in any combination (all tribes),3759,2557
Metis alone,2352,
Metis alone or in any combination,3554,
"Metlakatla Indian Community, Annette Island Reserve alone",1450,
"Metlakatla Indian Community, Annette Island Reserve alone or in any combination",2652,
Metrolina Native American Association alone,1916,
Metrolina Native American Association alone or in any combination,3118,
Mexican alone,3980,
Mexican alone or in any combination,4006,
Mexican American Indian alone,2493,
Mexican American Indian alone or in any combination,3695,
Mexican Indian alone,2494,
Mexican Indian alone (all tribes),2474,3676
Mexican Indian alone or in any combination,3696,
Mexican Indian alone or in any combination (all tribes),3676,2474
"Mexican Indian alone or in any combination, not elsewhere classified ",3717,2515
"Mexican Indian alone, not elsewhere classified ",2515,3717
Miami (Tribe) alone,1917,
Miami (Tribe) alone or in any combination,3119,
Miami Tribe of Oklahoma alone,1918,
Miami Tribe of Oklahoma alone or in any combination,3120,
